Time,Load (%),Temperature (C),Memory (MB),Stress_Level,Suggestion
1774682188.9929628,11.0,71.0,273.0,Low Stress,Increase workload
1774682189.0322201,11.0,71.0,273.0,Low Stress,Increase workload
1774682189.0726967,11.0,71.0,273.0,Low Stress,Increase workload
1774682189.1125522,11.0,71.0,273.0,Low Stress,Increase workload
1774682189.1519785,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.1915522,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.2315576,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.2710185,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.3096306,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.3477662,15.0,71.0,273.0,Low Stress,Increase workload
1774682189.3927248,15.0,71.0,273.0,Low Stress,Increase workload
1774682189.4327147,15.0,71.0,273.0,Low Stress,Increase workload
1774682189.4721606,15.0,71.0,273.0,Low Stress,Increase workload
1774682189.511051,15.0,71.0,273.0,Low Stress,Increase workload
1774682189.5510695,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.5909467,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.629259,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.6691551,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.7079988,12.0,71.0,273.0,Low Stress,Increase workload
1774682189.7518284,14.000000000000002,71.0,273.0,Low Stress,Increase workload
1774682189.7936676,14.000000000000002,71.0,273.0,Low Stress,Increase workload
1774682189.834942,14.000000000000002,71.0,273.0,Low Stress,Increase workload
1774682189.8762243,14.000000000000002,71.0,273.0,Low Stress,Increase workload
1774682189.9191203,14.000000000000002,71.0,273.0,Low Stress,Increase workload
1774682189.9598613,10.0,71.0,273.0,Low Stress,Increase workload
1774682190.00156,10.0,71.0,273.0,Low Stress,Increase workload
1774682190.041019,10.0,71.0,273.0,Low Stress,Increase workload
1774682190.0803206,10.0,71.0,273.0,Low Stress,Increase workload
1774682190.1197777,10.0,71.0,273.0,Low Stress,Increase workload
1774682190.160419,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.1999328,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.2406611,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.280763,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.3195558,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.3605561,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.400442,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.4490647,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.4899912,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.5307086,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.5737112,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.614106,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.6557024,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.6958373,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.742705,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.7838593,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.8244858,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.8653886,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.9100268,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.9518116,13.0,71.0,273.0,Low Stress,Increase workload
1774682190.9927342,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.0323298,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.0722618,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.1125844,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.154539,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.1965177,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.2375329,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.2801442,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.322149,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.3612614,10.0,71.0,273.0,Low Stress,Increase workload
1774682191.3996844,10.0,71.0,273.0,Low Stress,Increase workload
1774682191.4438436,10.0,71.0,273.0,Low Stress,Increase workload
1774682191.4844742,10.0,71.0,273.0,Low Stress,Increase workload
1774682191.5230472,10.0,71.0,273.0,Low Stress,Increase workload
1774682191.56251,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.60121,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.6412313,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.6814659,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.721781,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.7615647,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.7998514,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.838443,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.877403,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.9189916,13.0,71.0,273.0,Low Stress,Increase workload
1774682191.9591467,15.0,71.0,273.0,Low Stress,Increase workload
1774682191.9995222,15.0,71.0,273.0,Low Stress,Increase workload
1774682192.038464,15.0,71.0,273.0,Low Stress,Increase workload
1774682192.0779135,15.0,71.0,273.0,Low Stress,Increase workload
1774682192.1170802,15.0,71.0,273.0,Low Stress,Increase workload
1774682192.1562734,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.1968226,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.2369404,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.2760406,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.3154597,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.3545074,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.3936632,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.4331582,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.4829612,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.5229306,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.5630744,12.0,71.0,273.0,Low Stress,Increase workload
1774682192.6023343,12.0,71.0,273.0,Low Stress,Increase workload
1774682192.6444561,12.0,71.0,273.0,Low Stress,Increase workload
1774682192.686626,12.0,71.0,273.0,Low Stress,Increase workload
1774682192.7315693,12.0,71.0,273.0,Low Stress,Increase workload
1774682192.7733827,11.0,71.0,273.0,Low Stress,Increase workload
1774682192.8133612,11.0,71.0,273.0,Low Stress,Increase workload
1774682192.8535805,11.0,71.0,273.0,Low Stress,Increase workload
1774682192.894188,11.0,71.0,273.0,Low Stress,Increase workload
1774682192.9352288,13.0,71.0,273.0,Low Stress,Increase workload
1774682192.976362,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.0161073,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.055403,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.094083,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.1326385,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.1730435,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.213561,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.2550194,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.2944772,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.333728,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.373221,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.412372,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.4515939,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.4951015,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.5351474,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.5756342,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.616553,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.6592772,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.700034,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.7456367,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.7870507,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.8279717,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.8685954,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.9108944,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.9521604,13.0,71.0,273.0,Low Stress,Increase workload
1774682193.9930315,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.0337093,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.0731344,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.1118581,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.1506085,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.1912012,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.2309732,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.2710845,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.3100908,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.3491464,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.3898354,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.4288347,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.4699655,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.51099,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.5612776,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.600206,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.6401994,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.681385,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.7216187,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.7608128,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.798997,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.8382933,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.8770406,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.9184794,13.0,72.0,273.0,Low Stress,Increase workload
1774682194.959602,13.0,71.0,273.0,Low Stress,Increase workload
1774682194.9994004,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.0393293,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.0799932,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.1210618,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.1604116,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.2008615,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.2424495,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.2843134,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.3250477,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.3654711,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.406368,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.4470277,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.4864793,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.5254352,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.5799668,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.6213272,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.6627347,13.0,71.0,273.0,Low Stress,Increase workload
1774682195.710244,13.0,72.0,273.0,Low Stress,Increase workload
1774682195.7542636,10.0,71.0,273.0,Low Stress,Increase workload
1774682195.7936444,10.0,72.0,273.0,Low Stress,Increase workload
1774682195.8336344,10.0,71.0,273.0,Low Stress,Increase workload
1774682195.8724027,10.0,72.0,273.0,Low Stress,Increase workload
1774682195.9138613,10.0,72.0,273.0,Low Stress,Increase workload
1774682195.9527655,13.0,72.0,273.0,Low Stress,Increase workload
1774682195.9923987,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.0311768,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.0722783,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.1144578,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.1567147,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.1976435,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.239649,13.0,71.0,273.0,Low Stress,Increase workload
1774682196.2810512,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.3217065,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.3622346,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.4025745,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.4425044,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.4818761,13.0,71.0,273.0,Low Stress,Increase workload
1774682196.5205548,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.562835,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.6116047,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.6518612,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.6917775,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.7329261,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.7751665,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.8142064,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.8529208,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.8917265,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.9322095,13.0,72.0,273.0,Low Stress,Increase workload
1774682196.9706328,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.0097425,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.049018,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.089866,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.1308239,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.1719437,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.2136784,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.254165,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.2952313,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.3363943,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.3789322,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.4194715,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.4621196,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.5032096,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.5444474,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.5861475,10.0,72.0,273.0,Low Stress,Increase workload
1774682197.640235,10.0,72.0,273.0,Low Stress,Increase workload
1774682197.6819108,10.0,72.0,273.0,Low Stress,Increase workload
1774682197.7225823,10.0,72.0,273.0,Low Stress,Increase workload
1774682197.763564,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.803115,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.843285,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.882802,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.9218435,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.960485,13.0,72.0,273.0,Low Stress,Increase workload
1774682197.9988523,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.0371659,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.0758553,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.1151662,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.154338,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.2073028,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.2692974,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.3225675,13.0,72.0,273.0,Low Stress,Increase workload
1774682198.3753347,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.4290245,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.4806156,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.5291092,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.579062,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.6329029,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.694749,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.7493572,10.0,72.0,273.0,Low Stress,Increase workload
1774682198.7982364,8.0,72.0,273.0,Low Stress,Increase workload
1774682198.8462408,8.0,72.0,273.0,Low Stress,Increase workload
1774682198.8950684,8.0,72.0,273.0,Low Stress,Increase workload
1774682198.9482536,8.0,72.0,273.0,Low Stress,Increase workload
1774682199.0025456,11.0,72.0,273.0,Low Stress,Increase workload
1774682199.0502684,11.0,72.0,273.0,Low Stress,Increase workload
1774682199.09759,11.0,72.0,273.0,Low Stress,Increase workload
1774682199.1445558,11.0,72.0,273.0,Low Stress,Increase workload
1774682199.1924644,12.0,72.0,273.0,Low Stress,Increase workload
1774682199.2398415,12.0,72.0,273.0,Low Stress,Increase workload
1774682199.2865665,12.0,72.0,273.0,Low Stress,Increase workload
1774682199.3330119,12.0,72.0,273.0,Low Stress,Increase workload
1774682199.3805037,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.4276476,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.4752393,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.5227408,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.580981,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.64069,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.71758,10.0,72.0,273.0,Low Stress,Increase workload
1774682199.775078,8.0,72.0,273.0,Low Stress,Increase workload
1774682199.8234625,8.0,72.0,273.0,Low Stress,Increase workload
1774682199.8826287,8.0,72.0,273.0,Low Stress,Increase workload
1774682199.9465883,8.0,72.0,273.0,Low Stress,Increase workload
1774682200.0009649,10.0,72.0,273.0,Low Stress,Increase workload
1774682200.0617397,10.0,72.0,273.0,Low Stress,Increase workload
1774682200.1211364,10.0,72.0,273.0,Low Stress,Increase workload
1774682200.1798682,8.0,72.0,273.0,Low Stress,Increase workload
1774682200.2230034,8.0,72.0,273.0,Low Stress,Increase workload
1774682200.262242,8.0,72.0,273.0,Low Stress,Increase workload
1774682200.3018727,8.0,72.0,273.0,Low Stress,Increase workload
1774682200.3421178,8.0,72.0,273.0,Low Stress,Increase workload
1774682200.3818517,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.4204357,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.459336,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.499042,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.5390174,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.577997,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.6164887,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.6548936,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.696457,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.7476048,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.7872536,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.8285167,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.8673158,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.905748,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.9444366,13.0,72.0,273.0,Low Stress,Increase workload
1774682200.9841452,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.0252194,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.0677302,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.109864,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.1509855,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.1884484,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.2303557,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.2702672,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.309803,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.3506775,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.3917062,12.0,72.0,273.0,Low Stress,Increase workload
1774682201.4337614,12.0,72.0,273.0,Low Stress,Increase workload
1774682201.4735029,12.0,72.0,273.0,Low Stress,Increase workload
1774682201.5126865,12.0,72.0,273.0,Low Stress,Increase workload
1774682201.5531414,12.0,72.0,273.0,Low Stress,Increase workload
1774682201.592874,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.6318507,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.6728663,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.714516,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.7620668,13.0,72.0,273.0,Low Stress,Increase workload
1774682201.8059049,10.0,72.0,273.0,Low Stress,Increase workload
1774682201.847755,10.0,72.0,273.0,Low Stress,Increase workload
1774682201.8889291,10.0,72.0,273.0,Low Stress,Increase workload
1774682201.9303818,10.0,72.0,273.0,Low Stress,Increase workload
1774682201.9737568,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.0153563,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.0562766,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.097006,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.1382146,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.1803405,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.2212806,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.2615504,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.3009746,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.3396838,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.379171,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.41764,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.4570162,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.4961388,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.5354714,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.5754342,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.6136327,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.651903,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.6913383,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.7335622,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.7755916,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.824256,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.8648336,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.905955,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.9468021,13.0,72.0,273.0,Low Stress,Increase workload
1774682202.9870675,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.0261421,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.0646672,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.102998,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.1414979,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.1810951,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.2215705,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.2607188,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.2996805,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.3384316,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.3792074,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.4189363,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.4580576,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.498343,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.5370753,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.5771897,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.61705,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.656542,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.6972866,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.7411087,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.780594,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.8289883,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.8707657,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.911875,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.9529111,13.0,72.0,273.0,Low Stress,Increase workload
1774682203.992771,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.0321233,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.0733883,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.1145988,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.1555152,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.1964467,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.23705,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.2791793,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.3254647,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.3716762,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.4162457,10.0,72.0,273.0,Low Stress,Increase workload
1774682204.4563046,10.0,72.0,273.0,Low Stress,Increase workload
1774682204.4959388,10.0,72.0,273.0,Low Stress,Increase workload
1774682204.5347223,10.0,72.0,273.0,Low Stress,Increase workload
1774682204.5762477,10.0,72.0,273.0,Low Stress,Increase workload
1774682204.616881,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.6596951,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.702036,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.7505324,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.7922304,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.8332312,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.8800266,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.9216359,13.0,72.0,273.0,Low Stress,Increase workload
1774682204.9636674,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.0074334,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.049304,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.0909297,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.132242,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.1732285,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.213858,10.0,72.0,273.0,Low Stress,Increase workload
1774682205.254999,10.0,72.0,273.0,Low Stress,Increase workload
1774682205.2961276,10.0,72.0,273.0,Low Stress,Increase workload
1774682205.3376985,10.0,72.0,273.0,Low Stress,Increase workload
1774682205.3796291,10.0,72.0,273.0,Low Stress,Increase workload
1774682205.4204586,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.4603693,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.5011754,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.540512,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.5793738,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.6186407,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.6576316,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.6982996,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.7425199,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.7834582,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.82215,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.86187,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.907631,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.9489045,13.0,72.0,273.0,Low Stress,Increase workload
1774682205.9912403,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.0300894,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.0690467,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.1077118,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.14613,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.1853852,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.2254634,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.2658951,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.3057528,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.3454556,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.3840535,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.422758,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.4618833,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.5006793,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.5400136,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.578879,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.6178033,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.659173,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.7002208,13.0,72.0,273.0,Low Stress,Increase workload
1774682206.745222,13.0,72.0,273.0,Low Stress,Increase workload
